assay_description,canonical_smiles,document_journal,document_year,molecule_chembl_id,record_id,target_organism,units,value
Antiprotozoal activity against Leishmania mexicana MHOM/MX/ISETGS incubated for 72 hrs by Neubauer chamber based cell counting method,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)Nc1ncc([N+](=O)[O-])s1,Bioorg Med Chem Lett,2017.0,CHEMBL4100836,3030212,Leishmania mexicana,uM,6.12
Antiprotozoal activity against Leishmania mexicana MHOM/MX/ISETGS incubated for 72 hrs by Neubauer chamber based cell counting method,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Bioorg Med Chem Lett,2017.0,CHEMBL1401,3030213,Leishmania mexicana,uM,6.18
Antiprotozoal activity against Leishmania mexicana MHOM/MX/ISETGS incubated for 72 hrs by Neubauer chamber based cell counting method,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Bioorg Med Chem Lett,2017.0,CHEMBL125,3030218,Leishmania mexicana,uM,2.03
Antiprotozoal activity against Leishmania mexicana MHOM/MX/ISETGS incubated for 72 hrs by Neubauer chamber based cell counting method,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,Bioorg Med Chem Lett,2017.0,CHEMBL290960,3030219,Leishmania mexicana,uM,3.1
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,ACS Med Chem Lett,2017.0,CHEMBL125,3034387,Leishmania donovani,uM,3.26
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,ACS Med Chem Lett,2017.0,CHEMBL414883,3034388,Leishmania donovani,uM,0.62
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,ACS Med Chem Lett,2017.0,CHEMBL560895,3034389,Leishmania donovani,uM,0.42
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CC(C)(C)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4126764,3034390,Leishmania donovani,uM,0.65
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,Cc1nn(-c2ccc3c(N)ncnc3c2)c2c1C(=O)CC(C)(C)C2,ACS Med Chem Lett,2017.0,CHEMBL2011844,3034392,Leishmania donovani,uM,2.42
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CN(Cc2ccccc2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4128420,3034393,Leishmania donovani,uM,2.29
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CNCC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4128570,3034394,Leishmania donovani,uM,3.9
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,CCC(=O)N1CC(=O)c2c(C)nn(-c3ccc(C(N)=O)c(NCCCOC)c3)c2C1,ACS Med Chem Lett,2017.0,CHEMBL4126263,3034396,Leishmania donovani,uM,6.43
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)C(C)C)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4128351,3034397,Leishmania donovani,uM,1.9
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)COC)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4126085,3034398,Leishmania donovani,uM,4.48
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)C2CCCC2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4129392,3034399,Leishmania donovani,uM,2.99
Antileishmanial activity against Leishmania donovani axenic amastigotes after 72 hrs by CellTiter reagent based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)c2ccc(C)cc2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4127359,3034400,Leishmania donovani,uM,2.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,ACS Med Chem Lett,2017.0,CHEMBL125,3034387,Leishmania donovani,uM,1.43
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,ACS Med Chem Lett,2017.0,CHEMBL414883,3034388,Leishmania donovani,uM,0.29
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,ACS Med Chem Lett,2017.0,CHEMBL560895,3034389,Leishmania donovani,uM,0.61
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CC(C)(C)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4126764,3034390,Leishmania donovani,uM,0.88
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,Cc1nn(-c2ccc3c(N)ncnc3c2)c2c1C(=O)CC(C)(C)C2,ACS Med Chem Lett,2017.0,CHEMBL2011844,3034392,Leishmania donovani,uM,1.33
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(Cc2ccccc2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4128420,3034393,Leishmania donovani,uM,6.33
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(C)=O)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4127183,3034395,Leishmania donovani,uM,1.06
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,CCC(=O)N1CC(=O)c2c(C)nn(-c3ccc(C(N)=O)c(NCCCOC)c3)c2C1,ACS Med Chem Lett,2017.0,CHEMBL4126263,3034396,Leishmania donovani,uM,3.54
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)C(C)C)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4128351,3034397,Leishmania donovani,uM,3.54
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)COC)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4126085,3034398,Leishmania donovani,uM,3.58
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)C2CCCC2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4129392,3034399,Leishmania donovani,uM,1.52
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(C(=O)c2ccc(C)cc2)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4127359,3034400,Leishmania donovani,uM,1.75
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells after 72 hrs by Draq5 staining based assay,COCCCNc1cc(-n2nc(C)c3c2CN(S(C)(=O)=O)CC3=O)ccc1C(N)=O,ACS Med Chem Lett,2017.0,CHEMBL4127882,3034401,Leishmania donovani,uM,5.38
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C[C@@H]1CCCC,ACS Med Chem Lett,2017.0,CHEMBL3422204,3034404,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C(=N)N1CCCCC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL3422181,3034405,Leishmania donovani,uM,5.0
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C(=N)N1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL3422182,3034406,Leishmania donovani,uM,0.3
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C[C@H]1Cc1ccc2ccccc2c1,ACS Med Chem Lett,2017.0,CHEMBL4127940,3034407,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CNC(=N)N1CC1CCC(C)CC1,ACS Med Chem Lett,2017.0,CHEMBL4126446,3034464,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CNC(=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL4127326,3034463,Leishmania donovani,uM,4.7
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CNC(=N)N1CCc1ccccc1,ACS Med Chem Lett,2017.0,CHEMBL4129652,3034461,Leishmania donovani,uM,1.1
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NCCN1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL4128280,3034460,Leishmania donovani,uM,4.8
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CNC(=N)N1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL4128136,3034459,Leishmania donovani,uM,2.4
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CC1CCC(CN2C(=N)NC[C@@H]2CCCCN2CCNC2=N)CC1,ACS Med Chem Lett,2017.0,CHEMBL3422226,3034458,Leishmania donovani,uM,4.4
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CC1CCCCC1CN1C(=N)NC[C@@H]1CCCCN1CCNC1=N,ACS Med Chem Lett,2017.0,CHEMBL4130066,3034457,Leishmania donovani,uM,5.4
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CC1CCC(CCN2C(=N)NC[C@@H]2CCCCN2CCNC2=N)CC1,ACS Med Chem Lett,2017.0,CHEMBL4126799,3034456,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CC1CCCC(CCN2C(=N)NC[C@@H]2CCCCN2CCNC2=N)C1,ACS Med Chem Lett,2017.0,CHEMBL4128851,3034455,Leishmania donovani,uM,1.8
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NCCN1CCCC[C@H]1CNC(=N)N1CCc1ccccc1,ACS Med Chem Lett,2017.0,CHEMBL4130212,3034454,Leishmania donovani,uM,1.2
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,Cc1ccc(CCN2C(=N)NC[C@@H]2CCCCN2CCNC2=N)cc1,ACS Med Chem Lett,2017.0,CHEMBL4127598,3034453,Leishmania donovani,uM,3.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,Cc1cccc(CCN2C(=N)NC[C@@H]2CCCCN2CCNC2=N)c1,ACS Med Chem Lett,2017.0,CHEMBL4128998,3034452,Leishmania donovani,uM,0.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,Cc1ccccc1CCN1C(=N)NC[C@@H]1CCCCN1CCNC1=N,ACS Med Chem Lett,2017.0,CHEMBL4126379,3034451,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2)C[C@@H]1CCCC,ACS Med Chem Lett,2017.0,CHEMBL4127760,3034450,Leishmania donovani,uM,1.3
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C(=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4129803,3034449,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NCCN1CCCC[C@H]1CNC(=N)N1CCc1cccc(C(F)(F)F)c1,ACS Med Chem Lett,2017.0,CHEMBL4126525,3034448,Leishmania donovani,uM,0.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1CCN(CCCC[C@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C1=N,ACS Med Chem Lett,2017.0,CHEMBL4126129,3034447,Leishmania donovani,uM,2.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@@H]2CNC(=N)N2CCc2cccc(C(F)(F)F)c2)C(=N)N1CCCCC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL4129434,3034446,Leishmania donovani,uM,6.0
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2CCN(CCc3ccccc3)C2=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4127103,3034445,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2CCN(CCc3ccc(-c4ccccc4)cc3)C2=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4125734,3034444,Leishmania donovani,uM,4.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2)C(=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4128336,3034443,Leishmania donovani,uM,5.0
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NCCN1CCCC[C@H]1CNC(=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL4126961,3034442,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2)C(=N)N1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL4129332,3034441,Leishmania donovani,uM,1.2
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1N(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)CCN1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL4127937,3034440,Leishmania donovani,uM,0.7
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C(=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4125874,3034439,Leishmania donovani,uM,4.2
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C(=N)N1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL4129176,3034438,Leishmania donovani,uM,3.8
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2CCNC2=N)N1,ACS Med Chem Lett,2017.0,CHEMBL4126168,3034437,Leishmania donovani,uM,4.8
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NCCN1CCCC[C@H]1CNC(=N)N1CCCCC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL4126884,3034435,Leishmania donovani,uM,5.2
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2)C[C@@H]1CC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL4128269,3034434,Leishmania donovani,uM,2.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1CCN(CCCC[C@H]2CNC(=N)N2CCCCC2CCCCC2)C1=N,ACS Med Chem Lett,2017.0,CHEMBL4128113,3034433,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1N[C@@H](CC2CCCCC2)CN1CCCC[C@H]1CNC(=N)N1CCCCC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL4129499,3034432,Leishmania donovani,uM,1.8
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@@H]2CNC(=N)N2CCCCC2CCCCC2)C[C@@H]1CC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL4129361,3034431,Leishmania donovani,uM,8.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2C[C@H](CC3CCCCC3)N(CCc3ccc(-c4ccccc4)cc3)C2=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL3422207,3034430,Leishmania donovani,uM,0.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2C[C@H](CC3CCCCC3)N(CCCCC3CCCCC3)C2=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL3422206,3034429,Leishmania donovani,uM,5.0
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C[C@@H]1CC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL3422205,3034428,Leishmania donovani,uM,2.5
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2C[C@@H](Cc3ccc4ccccc4c3)N(CCc3ccc(-c4ccccc4)cc3)C2=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL4126369,3034427,Leishmania donovani,uM,1.7
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,N=C1NC[C@H](CCCCN2C[C@@H](Cc3ccc4ccccc4c3)N(CCCCC3CCCCC3)C2=N)N1CCC12CC3CC(CC(C3)C1)C2,ACS Med Chem Lett,2017.0,CHEMBL4129658,3034426,Leishmania donovani,uM,2.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C[C@H]1Cc1ccc2ccccc2c1,ACS Med Chem Lett,2017.0,CHEMBL4130329,3034425,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C(=N)N1CCc1ccc(-c2ccccc2)cc1,ACS Med Chem Lett,2017.0,CHEMBL3422200,3034424,Leishmania donovani,uM,0.9
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCC[C@H]1CN(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C(=N)N1CCCCC1CCCCC1,ACS Med Chem Lett,2017.0,CHEMBL3422199,3034423,Leishmania donovani,uM,0.6
Antileishmanial activity against Leishmania donovani axenic amastigotes infected in mouse J774 cells measured after 72 hrs by Draq5 staining based high content screening assay,CCCCCCCN1C(=N)N(CCCC[C@H]2CNC(=N)N2CCC23CC4CC(CC(C4)C2)C3)C[C@@H]1CCCC,ACS Med Chem Lett,2017.0,CHEMBL4127717,3034422,Leishmania donovani,uM,5.0
